O:X:8:26,20,29,18,43,38,30,25,17,22,15,16,11,34,24,52,31,2,51,44,13,58,60,37,42,6,12,41,33,23,19,4,45,39,21,61,47,53,48,10,5,14,46,59,7,3,50,55,54,32,1,62,49,9,40,56,8,0,63,57,
O:X:8:19,18,17,43,44,53,51,42,49,29,37,45,50,9,1,20,46,52,62,0,22,30,12,25,59,21,11,54,26,4,24,23,5,56,55,13,33,57,14,10,34,47,8,2,41,48,3,32,15,61,40,38,39,6,63,16,31,60,7,58,
O:O:8:19,18,26,34,44,37,46,52,17,11,4,10,60,55,33,45,20,53,38,29,62,43,2,8,39,13,24,32,21,47,5,30,51,6,31,3,63,14,42,58,22,54,59,15,40,12,61,50,23,16,9,41,49,57,25,1,48,56,7,0,
O:X:8:19,18,44,29,22,52,53,54,60,15,21,11,30,26,25,34,45,24,46,47,9,38,32,37,23,51,20,40,41,0,42,43,48,59,62,33,58,12,3,49,16,61,17,5,57,50,63,13,10,8,4,31,39,6,1,2,55,56,7,14,
O:O:8:19,18,37,20,11,34,21,38,26,13,5,29,17,16,10,22,8,2,45,52,39,31,24,14,47,12,33,55,53,42,1,4,59,32,23,44,43,60,25,0,50,61,41,48,49,9,30,51,62,6,56,54,3,57,63,7,40,46,15,58,
O:O:8:37,45,44,43,34,20,13,30,51,18,21,59,46,47,23,19,58,25,53,54,10,60,26,11,55,1,42,6,3,50,17,57,63,4,39,29,38,31,12,14,62,52,33,61,5,41,7,16,8,9,24,2,56,15,49,22,0,48,40,32,
O:O:8:26,20,21,22,12,3,44,42,34,19,49,41,4,25,24,18,40,16,11,32,23,50,33,37,43,30,5,57,58,48,14,29,17,6,7,10,56,2,15,59,31,52,1,51,45,46,9,38,61,53,54,62,13,8,63,39,0,60,55,47,
O:X:8:26,20,29,18,19,22,44,45,12,11,37,46,21,51,9,43,10,4,23,2,30,16,55,33,0,31,53,38,50,49,3,13,25,61,6,47,62,17,58,60,32,52,14,24,54,42,39,7,5,40,34,1,59,41,48,15,8,56,57,63,
O:O:8:26,20,45,44,13,34,43,25,29,30,38,37,22,15,17,52,59,31,33,60,19,24,16,47,21,4,51,50,23,32,40,18,41,49,61,42,48,54,63,11,5,14,10,57,12,3,7,53,62,55,46,6,2,9,0,1,58,39,56,8,
O:X:8:44,43,26,45,50,42,52,57,34,21,41,53,58,37,62,40,54,59,51,18,29,30,9,20,13,12,11,63,23,61,49,56,32,3,33,6,46,2,19,38,4,48,60,17,5,24,39,1,8,55,7,10,0,14,16,22,47,25,15,31,
O:X:8:19,18,37,20,9,44,10,0,17,38,8,16,26,11,46,25,45,43,12,47,50,13,2,1,21,34,3,22,54,4,30,42,29,23,41,57,33,63,59,49,14,53,40,7,5,39,24,15,61,58,55,52,6,60,31,32,56,48,51,62,
O:O:8:19,18,44,29,9,43,45,10,50,17,30,54,1,52,61,2,47,42,34,11,20,51,3,59,53,41,24,8,0,26,58,57,40,62,63,25,49,12,5,60,16,37,46,39,4,22,56,55,38,33,14,48,32,21,31,7,13,23,6,15,
O:O:8:26,20,29,18,12,4,10,42,11,25,13,6,34,33,24,19,41,38,30,2,14,22,49,43,52,40,15,48,1,0,46,16,3,57,32,17,5,45,8,50,21,47,54,9,56,62,37,59,31,51,44,23,63,39,55,53,7,60,61,58,
O:O:8:44,43,18,29,30,22,14,20,45,53,12,46,52,59,51,50,60,19,42,5,49,9,26,48,39,25,57,31,23,54,55,15,11,21,32,13,0,24,38,47,16,4,7,41,56,37,10,6,3,62,33,61,58,34,63,40,17,1,2,8,
O:O:8:37,45,53,38,44,19,18,43,29,30,34,25,39,17,42,54,20,13,16,46,63,52,9,62,61,0,11,12,47,26,14,50,33,6,41,10,57,8,51,49,3,21,5,55,24,32,31,4,58,15,2,59,1,23,48,56,40,60,7,22,
O:X:8:19,18,26,34,9,21,42,49,29,22,37,10,13,44,33,0,52,4,56,50,41,24,58,53,32,20,45,38,2,11,12,17,30,31,39,60,14,40,16,5,62,15,23,47,7,61,25,63,43,48,3,6,54,55,59,57,46,1,8,51,
O:X:8:26,20,29,18,11,12,13,25,17,2,24,16,21,32,19,14,4,43,10,30,22,34,1,3,6,0,37,46,41,42,44,51,59,15,23,52,8,38,7,50,45,9,5,60,53,54,48,58,49,40,57,56,62,31,61,55,47,33,39,63,
O:X:8:26,20,45,44,37,17,52,46,8,42,30,60,47,55,51,25,18,34,33,43,29,21,14,41,61,59,19,12,48,16,49,62,10,3,38,11,9,13,50,32,22,23,57,58,6,1,24,31,2,7,4,40,39,0,53,54,63,5,15,56,
O:X:8:26,20,21,22,44,34,19,18,9,42,12,53,23,5,3,13,50,33,40,31,14,49,62,24,39,11,10,7,32,58,29,2,41,4,15,37,16,45,43,48,46,52,59,38,57,8,25,54,47,55,0,51,60,61,6,17,30,1,56,63,
O:O:8:26,20,29,18,10,38,37,44,30,17,11,23,45,52,31,39,46,19,54,47,9,21,34,63,14,12,22,6,13,1,53,33,0,3,41,60,8,25,24,48,59,32,5,4,43,51,7,15,50,49,61,42,58,57,16,62,55,2,56,40,
O:O:8:44,43,18,29,45,37,51,54,38,47,46,34,26,55,42,9,31,30,10,58,53,20,39,50,19,41,8,2,33,52,21,17,63,32,1,14,13,6,25,12,5,23,4,0,49,24,16,48,22,61,11,60,15,59,57,3,62,7,40,56,
O:X:8:37,45,26,18,19,29,46,20,13,25,21,34,43,47,9,10,33,22,16,0,11,4,8,24,17,52,14,32,40,48,54,1,42,53,61,50,38,2,6,41,39,12,3,15,51,44,23,58,57,60,55,56,49,30,62,63,7,59,31,5,
O:X:8:44,43,42,51,50,37,26,19,45,52,61,57,29,60,12,49,41,33,56,11,24,38,10,30,21,48,58,62,22,13,32,1,54,53,40,47,18,9,55,31,2,3,4,5,39,34,25,59,15,63,14,20,8,16,23,6,7,46,0,17,
O:X:8:26,20,29,18,37,34,11,13,17,38,46,8,44,21,9,52,42,41,19,10,2,25,45,30,33,12,22,50,51,39,59,40,5,58,0,53,4,3,57,14,48,56,61,60,15,6,16,49,32,62,43,24,31,47,55,23,1,54,7,63,
O:O:8:44,43,34,25,26,29,17,52,53,54,37,42,22,30,21,51,49,41,46,39,60,38,47,61,33,50,31,59,45,15,63,8,9,14,18,24,16,56,48,10,11,40,7,23,32,12,2,5,20,57,13,6,0,55,58,19,4,1,3,62,
O:O:8:37,45,19,38,46,29,54,26,33,53,21,62,18,25,63,43,51,41,39,10,1,55,22,13,17,9,49,31,30,20,61,0,47,24,34,40,14,2,16,48,5,57,44,15,11,52,3,50,8,6,7,4,42,12,23,32,58,59,60,56,
O:X:8:26,20,45,44,53,54,55,18,12,25,46,62,61,47,34,42,24,21,50,4,14,41,33,58,63,37,51,32,38,22,10,60,13,11,49,9,17,40,3,39,48,7,1,0,15,19,30,16,5,6,52,29,8,59,31,56,43,23,57,2,
O:X:8:19,18,17,43,51,34,25,21,29,59,13,16,33,20,12,45,52,61,9,2,41,37,54,42,0,53,44,63,11,24,26,8,32,5,14,3,50,7,46,57,22,23,58,49,30,10,48,55,62,60,15,39,38,31,1,40,47,56,4,6,
O:O:8:26,20,21,22,13,18,19,4,23,34,43,12,5,31,3,29,14,15,30,6,17,37,25,10,7,9,11,50,57,33,38,45,40,39,8,1,44,51,42,41,59,60,46,49,32,54,53,47,63,61,56,48,0,58,62,52,55,16,2,24,
O:X:8:26,20,13,25,44,43,50,29,18,53,38,37,32,51,52,24,16,49,42,22,46,10,58,39,47,57,60,4,17,8,30,21,19,45,55,34,31,61,33,40,48,59,62,11,14,15,0,54,23,63,12,56,5,3,6,7,41,9,1,2,
O:X:8:19,18,17,43,26,9,44,20,11,34,0,3,25,45,21,8,33,16,41,10,2,4,12,13,5,37,29,30,1,42,49,22,15,50,38,40,32,58,54,23,57,52,31,24,14,53,62,51,46,48,59,47,39,55,61,6,56,7,63,60,
O:O:8:26,20,29,18,12,4,19,34,11,3,2,1,13,38,10,17,33,32,44,45,37,14,42,52,8,24,39,30,31,21,46,49,43,50,6,55,58,51,47,5,56,48,16,25,59,60,57,53,0,9,40,23,54,61,41,22,7,62,15,63,
O:X:8:26,20,29,18,43,38,12,50,47,25,37,22,21,39,17,4,33,13,19,9,51,40,23,52,46,30,0,55,45,34,61,14,41,16,57,44,6,1,59,32,7,58,42,48,31,53,8,11,5,56,63,10,60,62,3,2,54,24,15,49,
O:X:8:37,45,53,38,26,52,46,34,51,21,41,54,29,19,44,22,47,50,30,23,14,6,12,33,55,20,13,11,40,32,31,39,3,10,62,18,7,15,25,17,60,48,5,4,61,42,24,58,2,1,9,43,57,8,0,16,59,63,49,56,
O:O:8:37,45,19,38,39,18,17,9,44,43,0,11,26,16,8,20,24,34,54,25,42,53,3,2,29,30,33,47,10,63,1,32,41,48,12,51,49,50,31,22,52,23,15,46,40,60,55,14,61,4,59,21,58,7,56,62,5,57,13,
O:O:8:37,45,44,43,52,21,26,60,51,25,14,38,29,58,53,34,59,54,30,31,19,12,33,32,13,42,10,15,5,18,61,62,9,46,63,47,24,11,39,0,3,1,17,23,41,2,4,50,20,16,6,7,40,48,8,49,22,55,57,56,
O:O:8:19,18,17,43,44,53,42,29,21,26,51,50,52,10,57,13,14,24,62,12,3,11,8,45,22,15,38,49,20,58,2,46,6,30,4,5,31,23,34,9,59,1,39,47,54,37,33,40,25,41,0,16,56,63,55,60,7,48,61,32,
O:X:8:19,18,37,20,10,44,53,43,42,2,12,45,17,49,29,9,46,16,1,11,25,21,3,26,30,38,41,24,33,32,22,52,39,15,54,8,59,13,34,51,58,40,48,62,61,56,5,14,55,60,50,63,57,47,6,31,23,7,4,0,
O:X:8:19,18,37,20,11,34,21,38,25,13,46,14,33,17,39,55,54,32,29,12,43,52,4,3,7,44,50,30,61,42,10,60,41,53,45,51,62,47,26,57,59,63,9,2,49,15,5,8,0,1,16,22,31,48,23,58,56,6,40,24,
O:O:8:37,45,19,38,44,51,53,10,11,52,54,42,26,55,9,17,33,25,61,3,47,46,43,62,20,59,39,30,24,60,21,23,8,12,13,4,41,14,63,1,58,18,2,34,31,29,5,22,50,40,0,6,49,56,15,48,57,7,16,32,
O:X:8:44,43,26,45,50,42,49,57,51,29,53,34,33,17,46,41,48,25,40,52,60,20,8,54,32,9,24,47,62,61,55,16,13,63,1,19,39,37,22,59,38,0,12,4,21,5,14,31,11,56,58,7,18,3,30,10,2,6,23,15,
O:X:8:26,20,29,18,44,38,9,25,22,30,12,53,46,31,60,21,17,11,39,42,33,0,1,32,19,43,51,59,23,41,40,34,2,8,16,61,45,62,37,13,58,55,14,47,54,48,52,4,24,57,63,3,10,15,7,50,6,5,49,56,
O:O:8:26,20,21,22,45,44,43,34,25,33,40,53,61,42,41,24,12,62,52,3,23,60,29,37,17,30,31,50,38,15,59,48,54,58,14,9,56,19,51,47,13,49,4,39,10,46,63,11,2,5,7,1,16,6,32,55,57,8,18,0,
O:X:8:19,18,17,43,26,9,10,20,1,11,12,2,44,45,34,4,5,8,16,24,33,13,21,22,54,25,42,49,51,41,3,63,30,60,58,38,56,59,31,6,40,23,37,50,7,46,57,39,47,53,29,52,0,32,55,48,61,14,15,62,
O:X:8:37,45,19,38,44,51,53,10,46,34,30,18,1,21,58,2,12,0,9,62,61,20,43,4,63,42,26,60,5,54,33,50,41,11,52,39,47,23,3,14,59,13,29,6,7,22,31,17,16,24,25,49,32,48,8,55,57,56,15,40,
O:X:8:44,43,42,51,60,49,18,59,56,29,30,19,58,9,11,52,53,50,25,22,14,45,46,54,55,20,12,2,0,47,39,26,4,57,41,24,37,62,61,5,32,10,21,16,3,13,17,8,6,7,34,38,63,1,31,23,15,48,33,40,
O:O:8:19,18,17,43,26,9,1,8,51,10,37,12,11,4,33,59,5,13,0,21,29,25,3,41,44,53,40,34,49,38,52,57,54,61,60,47,58,22,24,20,55,45,16,2,42,56,39,63,14,7,15,30,50,6,23,46,48,32,31,62,
O:X:8:37,45,26,18,53,34,9,21,25,46,20,61,55,39,22,29,41,19,54,12,3,0,44,52,10,30,59,14,43,1,62,4,5,33,60,24,23,31,2,17,47,51,8,42,16,13,6,32,50,63,40,57,38,49,11,58,56,48,15,7,
O:X:8:37,45,44,43,52,21,50,42,18,57,54,19,41,9,20,32,10,29,26,1,38,33,22,39,24,15,34,17,47,16,8,53,58,63,12,13,30,0,3,4,49,48,31,51,25,11,40,46,55,59,5,6,14,7,56,62,2,23,61,60,
O:O:8:26,20,45,44,37,17,12,21,22,19,51,54,10,13,46,53,62,47,25,18,5,55,61,38,16,9,39,33,31,34,41,4,29,11,24,23,63,58,42,6,52,30,60,48,40,43,1,2,15,32,14,50,56,59,49,8,0,7,57,3,
O:X:8:44,43,42,51,26,45,53,19,54,46,47,17,34,29,60,52,59,62,21,63,20,58,57,12,30,39,38,37,4,5,55,49,10,50,40,3,33,11,22,61,8,23,1,48,13,18,25,31,2,16,41,32,14,0,9,15,7,6,56,24,
O:O:8:44,43,18,29,26,52,51,25,22,45,54,11,60,42,33,40,34,63,20,30,19,50,57,21,24,23,13,37,3,59,38,12,61,58,46,17,32,47,48,9,10,4,5,14,0,16,31,2,53,15,8,6,39,56,55,62,49,1,7,41,
O:O:8:44,43,50,29,18,52,22,19,34,26,61,17,9,10,20,33,41,49,11,42,16,37,51,57,56,3,2,1,45,48,25,24,32,59,60,13,4,46,38,12,0,31,55,40,21,47,8,30,23,6,54,53,39,5,62,15,58,14,7,63,
O:X:8:26,20,21,22,12,3,37,19,5,42,34,46,50,33,30,25,44,45,24,53,14,16,41,18,17,13,55,11,6,23,38,40,10,32,62,8,9,7,54,51,29,49,58,2,1,52,31,47,57,43,39,63,60,15,4,59,48,61,0,56,
O:X:8:19,18,37,20,9,44,45,17,25,0,52,33,12,43,26,21,11,46,13,42,38,5,55,34,32,24,51,41,14,47,50,4,39,61,8,23,3,31,6,10,54,22,2,58,1,48,30,29,15,40,57,53,60,16,59,63,49,56,62,7,
O:X:8:26,20,45,44,29,38,13,54,37,34,53,25,17,6,42,49,50,33,24,8,39,46,56,31,9,47,22,52,62,58,12,32,43,41,48,60,4,51,61,11,30,57,10,19,18,2,3,16,21,5,40,63,55,23,14,7,0,59,15,1,
O:O:8:37,45,44,43,50,30,52,42,34,51,38,20,19,46,47,53,54,63,12,59,22,61,26,39,60,41,40,17,55,5,10,11,18,9,16,8,25,32,48,62,4,33,3,58,6,13,0,56,57,23,2,31,14,49,21,7,29,1,15,24,
O:X:8:44,43,26,45,50,42,54,58,51,52,57,38,60,56,46,49,33,29,48,40,30,63,62,22,37,47,39,23,59,25,21,13,19,18,17,53,55,31,41,34,32,16,5,24,20,14,6,15,12,11,7,9,2,10,4,61,1,8,3,
O:O:8:19,18,37,20,9,44,10,0,8,38,39,30,17,11,22,34,42,23,46,16,3,2,24,21,51,50,1,52,49,43,26,55,29,41,60,4,40,47,15,31,59,48,14,25,33,5,45,13,56,61,62,58,57,7,12,32,6,53,54,63,
O:X:8:26,20,21,22,45,44,37,17,34,42,25,18,19,24,33,29,13,10,16,43,41,11,4,12,15,6,3,2,32,14,9,8,0,50,58,46,1,48,30,38,39,49,5,51,56,52,31,53,61,23,47,57,60,62,63,7,59,40,54,55,
O:X:8:44,43,34,25,33,29,20,41,48,26,21,53,38,14,24,12,11,18,62,52,42,19,45,22,51,2,10,47,23,54,4,30,39,31,7,13,46,61,55,50,37,60,57,58,59,5,9,16,8,32,49,3,17,56,6,40,1,0,63,15,
O:X:8:19,18,26,34,45,54,44,12,10,11,42,9,5,25,16,53,8,21,29,2,17,50,41,13,49,48,56,43,51,33,24,20,14,57,58,1,40,30,46,39,47,4,62,32,22,15,3,52,37,6,31,59,60,63,7,38,23,0,55,61,
O:X:8:26,20,21,22,14,6,13,18,31,42,34,5,29,19,49,41,4,43,11,17,25,56,48,10,15,16,7,23,32,24,45,30,57,37,9,40,51,54,38,0,52,50,33,39,59,58,63,61,46,44,47,62,1,12,53,8,3,60,55,2,
O:O:8:37,45,26,18,19,29,38,34,25,16,53,54,20,61,24,22,52,12,30,21,23,51,63,11,43,42,9,17,8,47,31,0,4,50,58,57,1,32,60,33,10,49,46,14,40,13,55,41,6,48,59,7,39,2,44,3,5,15,62,56,
O:O:8:44,43,18,29,30,22,51,34,45,31,26,52,59,37,46,20,33,41,50,57,12,54,23,32,38,39,42,9,63,13,40,15,47,48,11,60,10,25,8,62,19,0,6,58,53,4,3,61,55,2,21,16,17,24,5,14,56,7,49,1,
O:X:8:44,43,42,51,60,49,19,45,52,29,30,11,46,61,59,22,26,38,62,20,14,54,41,25,37,53,55,58,18,39,57,21,10,7,24,32,6,23,12,4,50,16,17,1,31,8,15,47,3,56,33,13,34,5,2,48,40,63,0,9,
O:X:8:26,20,13,25,37,46,17,42,24,12,38,8,18,44,9,14,54,30,34,41,21,16,23,29,32,19,33,0,51,45,4,40,11,43,15,60,49,57,53,7,59,55,22,63,39,10,52,47,62,58,3,2,1,5,50,61,6,31,48,56,
O:O:8:37,45,26,18,53,34,33,43,50,38,9,61,25,32,41,11,17,59,49,29,4,21,30,20,47,48,57,23,44,46,13,42,54,8,19,6,5,24,51,56,7,14,22,39,40,12,31,52,55,15,16,58,60,2,0,62,63,10,1,3,
O:O:8:37,45,19,38,54,52,39,18,59,34,17,9,33,43,51,63,44,25,16,31,26,41,46,29,8,42,32,10,49,40,21,50,23,47,55,14,62,56,0,1,57,24,20,58,13,15,53,6,5,11,48,30,12,2,60,4,22,61,3,7,
O:O:8:44,43,26,45,50,42,53,58,51,52,46,29,41,38,60,37,22,32,54,61,62,20,57,34,59,15,25,21,13,12,31,55,3,24,48,23,63,40,39,56,16,6,14,5,49,47,18,33,7,10,19,17,8,4,11,0,1,9,30,2,
O:X:8:19,18,44,29,21,13,30,43,12,14,50,39,26,20,9,37,15,6,31,7,46,51,11,57,42,22,34,0,47,23,59,4,53,25,16,32,3,38,10,2,8,45,33,41,58,49,48,61,60,56,52,17,62,24,5,54,55,63,40,1,
O:X:8:26,20,45,44,53,54,63,34,21,52,29,46,43,18,25,55,37,30,19,42,31,14,61,23,22,13,6,50,41,51,33,32,16,11,3,60,58,24,62,12,17,4,49,15,38,48,59,47,56,5,40,39,9,8,0,57,10,1,2,7,
O:O:8:19,18,37,20,11,34,33,44,21,41,17,9,48,25,45,54,16,3,63,30,38,22,0,32,52,60,13,29,2,50,51,58,15,46,49,1,47,62,53,14,43,5,39,42,57,55,61,40,24,12,59,4,10,6,31,26,7,8,56,23,
O:X:8:26,20,21,22,12,3,14,34,44,18,33,19,5,41,17,52,42,9,37,7,51,50,58,4,49,25,13,6,11,53,43,57,29,59,15,31,45,30,60,61,54,55,2,10,32,1,16,24,48,23,46,40,0,8,38,47,63,56,39,62,
O:X:8:19,18,26,34,9,21,43,20,22,44,25,12,37,51,3,0,29,41,52,33,58,32,17,38,45,14,24,23,15,53,31,61,59,60,6,7,13,46,55,57,54,30,1,16,50,47,62,4,39,63,5,49,40,42,48,56,11,8,2,10,
O:X:8:19,18,17,43,26,9,10,20,45,44,8,46,37,0,51,52,47,2,12,55,29,33,1,16,61,21,24,59,34,39,50,38,40,5,53,58,4,42,13,22,25,30,49,54,63,60,57,32,31,23,15,11,6,3,41,48,14,7,56,62,
O:X:8:44,43,42,51,26,45,60,59,58,19,46,53,62,25,11,29,37,33,18,3,34,55,21,38,20,9,0,22,49,50,2,56,41,13,4,54,57,61,52,48,23,63,32,12,47,15,40,24,5,10,30,31,16,8,14,39,17,6,1,7,
O:O:8:37,45,44,43,42,30,51,59,60,49,54,63,23,38,41,61,29,19,11,33,40,22,24,3,31,21,34,25,20,50,53,15,39,12,18,47,26,32,55,10,58,48,62,13,14,16,17,57,9,0,7,2,8,6,56,52,5,46,4,1,
O:X:8:19,18,17,43,42,29,37,11,21,16,51,59,26,41,44,30,45,33,50,12,3,46,58,20,9,57,31,34,14,13,4,60,54,49,40,25,48,7,5,32,15,1,47,23,8,22,53,39,62,63,55,61,10,56,38,0,52,6,24,2,
O:X:8:37,45,53,38,19,34,31,61,46,18,60,11,62,47,44,39,55,29,52,54,30,51,43,59,50,57,42,41,33,63,10,23,40,2,9,58,1,0,22,25,8,32,20,21,13,16,26,12,4,14,49,24,5,3,15,48,56,17,7,6,
O:X:8:19,18,17,43,51,34,42,9,29,52,1,30,44,45,22,14,53,11,37,54,63,38,15,16,6,20,26,49,33,25,23,60,39,24,61,55,2,4,47,13,59,41,3,50,58,0,62,10,21,12,5,31,40,46,57,7,8,48,56,32,
O:O:8:19,18,37,20,11,34,29,43,17,22,51,12,13,50,45,46,21,4,41,59,6,32,15,3,2,44,57,16,25,10,48,31,9,8,53,49,39,30,26,47,52,38,14,1,61,62,60,7,58,55,5,54,0,42,63,33,24,23,40,56,
O:X:8:44,43,34,25,51,29,16,41,18,37,22,30,38,59,48,53,52,23,20,42,50,21,14,60,61,39,45,62,46,13,12,58,54,47,55,63,31,33,49,4,3,26,24,32,19,40,17,2,15,5,11,9,8,6,10,0,57,7,1,56,
O:O:8:26,20,37,44,53,42,29,62,11,12,19,10,4,21,3,18,34,45,52,51,38,31,49,17,2,41,13,9,0,22,43,33,50,6,48,8,24,16,54,40,39,63,14,32,23,30,55,5,25,61,60,46,15,59,7,56,57,58,1,47,
O:O:8:44,43,26,45,51,20,29,18,11,13,37,38,53,25,12,50,31,62,34,41,33,47,48,10,6,46,17,58,30,22,4,2,61,24,16,14,32,40,55,8,23,19,39,56,52,21,5,42,49,15,9,59,57,1,7,60,63,54,0,3,
O:O:8:26,20,13,25,17,43,24,6,44,34,52,50,12,29,37,41,19,18,42,16,38,61,14,32,51,53,49,5,4,46,60,23,21,57,30,39,7,45,47,22,55,63,40,59,58,54,48,56,9,2,15,33,11,3,31,10,8,1,62,0,
O:O:8:44,43,34,25,33,29,21,52,61,50,51,13,30,31,49,58,37,40,19,26,45,57,23,54,46,53,62,39,47,42,16,12,32,59,20,55,63,41,10,17,14,18,5,24,3,4,11,2,48,22,6,60,38,15,7,56,8,0,9,1,
O:O:8:37,45,44,43,52,21,42,41,50,38,29,51,39,59,53,46,49,62,34,56,47,54,26,57,58,55,60,61,14,7,20,12,63,22,13,5,15,19,4,17,10,33,32,11,8,23,30,1,2,18,6,25,9,0,3,16,40,48,24,31,
O:X:8:37,45,19,38,46,29,54,26,22,42,18,53,30,39,25,55,62,11,20,13,49,32,3,10,12,47,2,63,44,52,14,4,61,56,34,33,41,31,51,1,24,58,17,59,57,50,6,21,23,7,9,8,16,60,5,48,40,15,0,43,
O:O:8:37,45,53,38,29,43,18,20,39,44,30,23,22,9,11,46,52,15,21,31,25,13,47,54,19,62,60,55,34,59,51,33,58,17,42,3,26,41,14,12,49,50,8,5,2,10,57,1,63,48,0,24,40,32,7,16,61,6,4,56,
O:X:8:37,45,26,18,19,29,17,10,3,34,30,21,20,31,46,44,41,25,52,48,33,16,13,6,23,42,5,60,24,40,11,47,51,9,39,50,32,4,12,14,55,53,8,0,1,38,22,43,61,2,59,54,49,57,58,15,56,62,7,63,
O:X:8:19,18,17,43,42,29,44,52,61,49,20,9,41,13,26,33,6,51,50,11,10,21,3,45,25,1,12,2,8,0,24,4,5,37,40,22,57,60,53,30,14,58,46,55,31,39,47,23,38,15,7,62,63,54,34,16,59,48,56,32,
O:O:8:19,18,37,20,12,43,10,21,50,1,30,5,17,38,34,57,45,11,29,41,31,44,3,39,51,2,25,32,16,52,22,15,58,14,0,59,7,13,6,33,42,26,23,46,53,9,48,49,40,56,61,62,55,60,8,54,47,4,24,63,
O:O:8:19,18,26,34,9,21,45,20,33,54,13,5,63,10,11,17,29,4,25,0,2,43,14,32,40,37,8,41,30,12,42,49,16,51,57,53,6,23,61,50,39,46,52,60,59,55,7,44,24,58,47,1,38,22,15,3,31,56,62,48,
O:X:8:44,43,26,45,52,59,54,46,60,18,9,29,38,61,20,0,34,22,30,33,51,13,11,12,42,47,32,24,19,4,37,25,63,53,15,55,5,40,62,23,21,7,10,2,41,6,31,48,39,50,58,14,16,3,17,8,1,57,49,
O:X:8:37,45,44,43,54,63,52,38,34,53,20,42,31,18,46,41,61,47,55,60,33,26,9,25,32,16,17,24,59,39,40,23,15,0,11,13,19,7,6,50,29,12,49,62,8,2,21,57,4,5,51,3,58,48,10,14,56,30,1,22,
O:X:8:19,18,17,43,26,9,1,8,16,10,3,20,2,0,44,53,24,25,21,4,42,41,32,12,62,14,22,33,50,58,6,52,34,40,60,30,38,37,49,61,51,48,29,57,45,15,23,59,56,54,5,11,46,63,47,31,39,55,13,7,
O:X:8:37,45,19,38,44,51,39,30,52,46,23,43,55,60,53,11,42,20,18,17,13,62,58,54,3,4,47,29,9,6,5,50,22,25,32,1,63,26,7,41,40,12,0,15,59,14,16,49,10,21,56,2,34,57,33,31,61,8,24,48,
O:X:8:44,43,26,45,54,29,53,18,19,20,21,63,42,41,37,33,12,46,17,11,52,62,34,22,55,9,38,47,14,51,10,7,13,30,48,2,61,24,49,5,31,40,58,50,32,15,39,60,4,56,8,16,23,1,6,25,59,3,57,0,
O:X:8:26,20,21,22,12,3,4,42,45,37,23,25,18,11,49,13,46,44,52,38,14,5,24,7,29,17,2,32,8,15,39,34,19,1,40,10,41,54,30,31,16,60,62,63,47,48,51,58,61,55,43,56,53,33,50,57,9,0,6,59,
